quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude
Oasis,Villa,18496.0,Bon état,1622,33.564,-7.6223
Californie,Villa,16432.0,Bon état,1065,33.5731,-7.6298
Oasis,Studio,21538.0,Neuf,65,33.564,-7.6223
Bourgogne Est,Appartement,19512.0,Bon état,82,33.589,-7.6113
Anfa Superieur,Villa,18750.0,Bon état,3200,33.5936,-7.6623
Salam,Villa,6875.0,Bon état,800,33.5487,-7.6411
Anfa,Villa,19386.0,Bon état,619,33.5892,-7.6554
Ain Diab,Villa,36667.0,Bon état,600,33.5955,-7.684
Anfa,Villa,15733.0,Bon état,1017,33.5892,-7.6554
Anfa,Villa,22335.0,Bon état,985,33.5892,-7.6554
Ferme Bretonne,Appartement,20500.0,Neuf,97,33.549,-7.5944
Racine,Appartement,16968.0,Bon état,277,33.587,-7.6386
Racine,Appartement,16810.0,Recent,116,33.587,-7.6386
Californie,Villa,12745.0,Bon état,1020,33.5731,-7.6298
Californie,Villa,14545.0,Bon état,550,33.5731,-7.6298
Anfa,Villa,23923.0,Bon état,627,33.5892,-7.6554
Ain Diab Extension,Villa,12000.0,Bon état,300,33.598,-7.701
Anfa,Villa,17647.0,Recent,1700,33.5892,-7.6554
Racine,Appartement,20414.0,Bon état,169,33.587,-7.6386
Ain Diab,Villa,15856.0,Recent,555,33.5955,-7.684
Californie,Villa,14815.0,Neuf,2700,33.5731,-7.6298
Polo,Villa,13306.0,Bon état,977,33.584,-7.652
Californie,Villa,14095.0,Bon état,2625,33.5731,-7.6298
Californie,Appartement,17815.0,Bon état,204,33.5731,-7.6298
Anfa,Villa,16616.0,Bon état,993,33.5892,-7.6554
Anfa,Villa,27500.0,Bon état,800,33.5892,-7.6554
Ain Diab,Appartement,25000.0,Recent,220,33.5955,-7.684
Les Princesses,Duplex,11522.0,Bon état,138,33.582,-7.638
Californie,Villa,14032.0,Bon état,1069,33.5731,-7.6298
Maarif Extension,Appartement,16000.0,Bon état,206,33.578,-7.6419
Anfa,Villa,18750.0,Bon état,400,33.5892,-7.6554
Anfa,Villa,17561.0,Bon état,1025,33.5892,-7.6554
Triangle d'Or,Appartement,20385.0,Bon état,260,33.592,-7.613
Maarif,Appartement,15882.0,A renover,85,33.578,-7.63
Oasis,Villa,19100.0,Bon état,733,33.564,-7.6223
Californie,Appartement,25000.0,Bon état,112,33.5731,-7.6298
Californie,Villa,9289.0,Bon état,1055,33.5731,-7.6298
Californie,Villa,15000.0,Bon état,1100,33.5731,-7.6298
Californie,Villa,13393.0,Bon état,1120,33.5731,-7.6298
Triangle d'Or,Appartement,18357.0,A renover,207,33.592,-7.613
Gauthier,Appartement,15000.0,Recent,200,33.5894,-7.6323
Les Hopitaux,Appartement,11842.0,Bon état,152,33.584,-7.598
Les Princesses,Appartement,18293.0,Bon état,82,33.582,-7.638
Palmier,Studio,27381.0,Bon état,42,33.5784,-7.625
Ain Diab,Villa,32000.0,Bon état,500,33.5955,-7.684
Maarif,Appartement,13978.0,Bon état,186,33.578,-7.63
Roches Noires,Appartement,10267.0,Bon état,75,33.6001,-7.5711
Ain Diab,Appartement,21277.0,Bon état,188,33.5955,-7.684
Sidi Maarouf,Appartement,12500.0,Bon état,85,33.5433,-7.6578
Les Hopitaux,Appartement,11456.0,Bon état,158,33.584,-7.598
Belvedere,Appartement,10280.0,Bon état,107,33.5901,-7.5939
Maarif,Appartement,15104.0,Bon état,192,33.578,-7.63
Gauthier,Appartement,15152.0,Bon état,132,33.5894,-7.6323
Racine,Appartement,22581.0,Neuf,155,33.587,-7.6386
Racine,Appartement,20385.0,Bon état,260,33.587,-7.6386
Californie,Villa,7590.0,Bon état,2108,33.5731,-7.6298
Californie,Villa,13118.0,Bon état,1052,33.5731,-7.6298
Ain Diab Extension,Appartement,18254.0,Bon état,126,33.598,-7.701
Gauthier,Studio,18676.0,Bon état,34,33.5894,-7.6323
Racine,Appartement,18333.0,Recent,120,33.587,-7.6386
Racine,Appartement,14800.0,Recent,250,33.587,-7.6386
Californie,Villa,12056.0,Bon état,1070,33.5731,-7.6298
Sidi Maarouf,Villa,12605.0,Bon état,714,33.5433,-7.6578
Anfa,Villa,33333.0,Bon état,600,33.5892,-7.6554
Sidi Maarouf,Villa,17073.0,Bon état,410,33.5433,-7.6578
Maarif Extension,Appartement,1622.0,Recent,111,33.578,-7.6419
Oulfa,Appartement,12264.0,Bon état,53,33.5368,-7.6572
Anfa,Villa,32500.0,A renover,400,33.5892,-7.6554
Les Hopitaux,Appartement,16566.0,Recent,99,33.584,-7.598
Gauthier,Appartement,16781.0,Neuf,146,33.5894,-7.6323
Racine,Appartement,20197.0,Bon état,203,33.587,-7.6386
Gauthier,Appartement,17857.0,Bon état,140,33.5894,-7.6323
Les Princesses,Appartement,26479.0,Bon état,71,33.582,-7.638
Oulfa,Appartement,17500.0,Bon état,60,33.5368,-7.6572
Oulfa,Villa,6250.0,Bon état,40,33.5368,-7.6572
Racine,Appartement,30657.0,Bon état,137,33.587,-7.6386
Polo,Villa,16190.0,Recent,420,33.584,-7.652
Gauthier,Appartement,17803.0,Bon état,132,33.5894,-7.6323
Maarif,Appartement,19858.0,Bon état,141,33.578,-7.63
Racine,Appartement,16667.0,Neuf,210,33.587,-7.6386
Californie,Villa,19062.0,Neuf,682,33.5731,-7.6298
Racine,Duplex,16810.0,Bon état,279,33.587,-7.6386
Racine,Appartement,19412.0,Bon état,170,33.587,-7.6386
Ferme Bretonne,Appartement,53409.0,Neuf,44,33.549,-7.5944
Oulfa,Appartement,8406.0,Bon état,69,33.5368,-7.6572
Les Princesses,Appartement,20000.0,Recent,155,33.582,-7.638
Les Princesses,Appartement,16456.0,Bon état,158,33.582,-7.638
Les Hopitaux,Appartement,14141.0,Bon état,198,33.584,-7.598
Anfa,Villa,20000.0,Bon état,1500,33.5892,-7.6554
Racine,Appartement,15581.0,Bon état,215,33.587,-7.6386
Ain Diab,Appartement,15721.0,Bon état,229,33.5955,-7.684
Maarif,Appartement,9231.0,Neuf,130,33.578,-7.63
Les Princesses,Appartement,26825.0,Neuf,63,33.582,-7.638
Palmier,Appartement,15966.0,Bon état,238,33.5784,-7.625
Les Hopitaux,Appartement,12705.0,Bon état,122,33.584,-7.598
Les Princesses,Studio,28721.0,Neuf,43,33.582,-7.638
Oasis,Appartement,15655.0,Bon état,313,33.564,-7.6223
Ferme Bretonne,Appartement,18462.0,Neuf,104,33.549,-7.5944
Roches Noires,Appartement,11900.0,Neuf,87,33.6001,-7.5711
Roches Noires,Appartement,11021.0,Neuf,88,33.6001,-7.5711
Ferme Bretonne,Duplex,20833.0,Bon état,120,33.549,-7.5944
Roches Noires,Appartement,11077.0,Neuf,94,33.6001,-7.5711
Maarif,Studio,22857.0,Neuf,42,33.578,-7.63
Maarif,Studio,23000.0,Neuf,38,33.578,-7.63
Maarif,Studio,22778.0,Neuf,36,33.578,-7.63
Ain Diab,Villa,13333.0,Bon état,600,33.5955,-7.684
Roches Noires,Appartement,12000.0,Bon état,78,33.6001,-7.5711
Roches Noires,Appartement,11900.0,Bon état,100,33.6001,-7.5711
Maarif,Appartement,13500.0,Bon état,100,33.578,-7.63
Les Hopitaux,Studio,27586.0,Neuf,29,33.584,-7.598
Belvedere,Appartement,15625.0,Recent,48,33.5901,-7.5939
Palmier,Appartement,17789.0,Bon état,95,33.5784,-7.625
Californie,Villa,15399.0,Bon état,3117,33.5731,-7.6298
Triangle d'Or,Appartement,12871.0,Bon état,202,33.592,-7.613
Triangle d'Or,Appartement,25000.0,Bon état,120,33.592,-7.613
Oulfa,Appartement,9545.0,Bon état,220,33.5368,-7.6572
Les Hopitaux,Studio,26111.0,Neuf,54,33.584,-7.598
Les Hopitaux,Studio,27027.0,Neuf,37,33.584,-7.598
Polo,Villa,15476.0,Bon état,420,33.584,-7.652
Bourgogne Ouest,Studio,26709.0,Neuf,70,33.5895,-7.6156
Maarif,Appartement,23047.0,Neuf,128,33.578,-7.63
Ain Sebaa,Appartement,9794.0,Neuf,97,33.606,-7.544
Les Princesses,Studio,22414.0,Bon état,58,33.582,-7.638
Val Fleury,Appartement,9750.0,Bon état,80,33.565,-7.637
Racine,Appartement,19822.0,Bon état,169,33.587,-7.6386
Ain Diab Extension,Villa,21778.0,Neuf,450,33.598,-7.701
Ain Diab Extension,Villa,27419.0,Neuf,310,33.598,-7.701
Les Hopitaux,Appartement,13793.0,Recent,58,33.584,-7.598
Ain Diab,Villa,20440.0,Recent,455,33.5955,-7.684
Oasis,Villa,18458.0,Bon état,428,33.564,-7.6223
Californie,Villa,15000.0,Bon état,1100,33.5731,-7.6298
Racine,Appartement,17857.0,Bon état,168,33.587,-7.6386
Maarif Extension,Appartement,14747.0,Bon état,217,33.578,-7.6419
Ain Sebaa,Villa,13568.0,Bon état,199,33.606,-7.544
Anfa,Villa,24060.0,Bon état,665,33.5892,-7.6554
Ain Diab,Villa,25000.0,Bon état,600,33.5955,-7.684
Palmier,Appartement,15964.0,Bon état,166,33.5784,-7.625
Maarif Extension,Appartement,13333.0,Bon état,75,33.578,-7.6419
Triangle d'Or,Appartement,20000.0,Bon état,100,33.592,-7.613
Ain Diab,Appartement,27072.0,Neuf,181,33.5955,-7.684
Les Hopitaux,Duplex,16987.0,Bon état,156,33.584,-7.598
Californie,Villa,18118.0,Bon état,287,33.5731,-7.6298
Oulfa,Appartement,8627.0,Bon état,51,33.5368,-7.6572
Ain Diab Extension,Appartement,26608.0,Bon état,171,33.598,-7.701
Bourgogne Est,Duplex,11069.0,Bon état,131,33.589,-7.6113
Maarif,Appartement,17000.0,Bon état,81,33.578,-7.63
Oasis,Appartement,24615.0,Bon état,65,33.564,-7.6223
Nassim,Appartement,14000.0,Bon état,105,33.575,-7.619
Sidi Moumen,Villa,8354.0,Bon état,395,33.5895,-7.5178
Sidi Maarouf,Appartement,9829.0,Neuf,117,33.5433,-7.6578
Ain Diab,Villa,24671.0,Bon état,608,33.5955,-7.684
Les Hopitaux,Duplex,16987.0,Bon état,156,33.584,-7.598
Maarif Extension,Appartement,9062.0,Bon état,320,33.578,-7.6419
Ain Diab,Appartement,35135.0,Neuf,111,33.5955,-7.684
Les Princesses,Appartement,19512.0,Recent,123,33.582,-7.638
Ain Diab,Appartement,28846.0,Recent,130,33.5955,-7.684
Ain Sebaa,Appartement,10581.0,Bon état,86,33.606,-7.544
Maarif Extension,Appartement,9103.0,Bon état,156,33.578,-7.6419
Bourgogne Est,Appartement,10000.0,Bon état,136,33.589,-7.6113
Californie,Appartement,16791.0,Bon état,134,33.5731,-7.6298
Maarif Extension,Appartement,12190.0,Bon état,105,33.578,-7.6419
Ferme Bretonne,Appartement,20714.0,Recent,105,33.549,-7.5944
Palmier,Studio,29878.0,Bon état,41,33.5784,-7.625
Nassim,Appartement,8989.0,Bon état,89,33.575,-7.619
Racine,Appartement,18027.0,Neuf,147,33.587,-7.6386
Val Fleury,Appartement,14433.0,Bon état,97,33.565,-7.637
Maarif Extension,Appartement,15169.0,Bon état,89,33.578,-7.6419
Nassim,Villa,17125.0,Neuf,400,33.575,-7.619
Maarif Extension,Studio,23864.0,Neuf,44,33.578,-7.6419
Oasis,Appartement,17553.0,Recent,94,33.564,-7.6223
Californie,Appartement,22131.0,Recent,122,33.5731,-7.6298
Les Hopitaux,Appartement,12025.0,Recent,158,33.584,-7.598
Sidi Maarouf,Appartement,12460.0,Neuf,126,33.5433,-7.6578
Les Princesses,Appartement,16026.0,Bon état,156,33.582,-7.638
Ferme Bretonne,Appartement,21495.0,Bon état,107,33.549,-7.5944
Californie,Villa,25000.0,Bon état,800,33.5731,-7.6298
Bourgogne Ouest,Studio,21818.0,Bon état,55,33.5895,-7.6156
Sidi Maarouf,Maison,33333.0,Bon état,60,33.5433,-7.6578
Ain Diab,Villa,19231.0,Bon état,1040,33.5955,-7.684
Bernoussi,Appartement,1603.0,Bon état,77,33.6058,-7.5341
Anfa,Studio,17910.0,Bon état,67,33.5892,-7.6554
Californie,Duplex,11824.0,Bon état,159,33.5731,-7.6298
Belvedere,Appartement,6308.0,Bon état,214,33.5901,-7.5939
Beausejour,Appartement,12781.0,Bon état,151,33.591,-7.6251
Californie,Maison,19788.0,Recent,518,33.5731,-7.6298
Maarif Extension,Appartement,10744.0,Recent,121,33.578,-7.6419
Les Hopitaux,Appartement,12778.0,Bon état,180,33.584,-7.598
Maarif Extension,Appartement,17717.0,Recent,254,33.578,-7.6419
Bourgogne Est,Appartement,15294.0,A renover,170,33.589,-7.6113
Maarif,Appartement,10000.0,Bon état,120,33.578,-7.63
Mers Sultan,Appartement,11364.0,Bon état,110,33.5921,-7.6024
Mers Sultan,Appartement,12687.0,Bon état,134,33.5921,-7.6024
Maarif,Appartement,10000.0,Bon état,220,33.578,-7.63
Mers Sultan,Appartement,12687.0,Bon état,134,33.5921,-7.6024
Anfa Superieur,Villa,27027.0,Bon état,1665,33.5936,-7.6623
Ain Sebaa,Appartement,9600.0,Bon état,75,33.606,-7.544
Ain Diab,Appartement,34000.0,Neuf,200,33.5955,-7.684
Ain Diab,Appartement,29290.0,Bon état,169,33.5955,-7.684
Palmier,Appartement,16000.0,Bon état,130,33.5784,-7.625
Gauthier,Appartement,32031.0,Neuf,64,33.5894,-7.6323
Triangle d'Or,Appartement,18692.0,Bon état,107,33.592,-7.613
Maarif Extension,Appartement,19231.0,Recent,78,33.578,-7.6419
Maarif,Appartement,11712.0,Recent,222,33.578,-7.63
Val Fleury,Appartement,14599.0,Bon état,137,33.565,-7.637
Les Hopitaux,Appartement,14773.0,Bon état,132,33.584,-7.598
Ain Sebaa,Appartement,11500.0,Bon état,60,33.606,-7.544
Anfa,Appartement,12222.0,Bon état,81,33.5892,-7.6554
Riviera,Studio,23958.0,Neuf,48,33.5937,-7.6716
Oasis,Villa,22857.0,Bon état,350,33.564,-7.6223
Bourgogne Est,Appartement,19018.0,Neuf,56,33.589,-7.6113
Val Fleury,Appartement,15200.0,Bon état,125,33.565,-7.637
Mers Sultan,Appartement,8696.0,Bon état,69,33.5921,-7.6024
Ferme Bretonne,Studio,29070.0,Bon état,43,33.549,-7.5944
Bourgogne Ouest,Appartement,13068.0,Bon état,88,33.5895,-7.6156
Belvedere,Appartement,6532.0,Bon état,124,33.5901,-7.5939
Californie,Appartement,18939.0,Bon état,132,33.5731,-7.6298
Bernoussi,Maison,4911.0,Bon état,224,33.6058,-7.5341
Racine,Appartement,23834.0,Bon état,193,33.587,-7.6386
Ain Sebaa,Appartement,11795.0,Bon état,78,33.606,-7.544
Anfa,Appartement,19008.0,Bon état,121,33.5892,-7.6554
Anfa,Villa,22222.0,Bon état,540,33.5892,-7.6554
Californie,Appartement,17021.0,Bon état,94,33.5731,-7.6298
Palmier,Appartement,13190.0,Bon état,163,33.5784,-7.625
Racine,Duplex,13050.0,Bon état,318,33.587,-7.6386
Anfa,Villa,24752.0,Bon état,808,33.5892,-7.6554
Bourgogne Ouest,Appartement,20556.0,Bon état,90,33.5895,-7.6156
Racine,Appartement,14917.0,Bon état,181,33.587,-7.6386
Sidi Maarouf,Villa,13000.0,Bon état,300,33.5433,-7.6578
Ain Diab,Appartement,23636.0,Bon état,220,33.5955,-7.684
Polo,Villa,9000.0,Bon état,1200,33.584,-7.652
Californie,Villa,18225.0,Bon état,417,33.5731,-7.6298
Polo,Villa,14762.0,Recent,420,33.584,-7.652
Racine,Appartement,24085.0,Bon état,164,33.587,-7.6386
Racine,Appartement,24085.0,Bon état,164,33.587,-7.6386
Ferme Bretonne,Appartement,18000.0,Recent,100,33.549,-7.5944
Ain Diab,Villa,30000.0,Bon état,800,33.5955,-7.684
Roches Noires,Appartement,8915.0,Bon état,129,33.6001,-7.5711
Ferme Bretonne,Villa,26063.0,Bon état,729,33.549,-7.5944
Oulfa,Studio,15000.0,Neuf,68,33.5368,-7.6572
Belvedere,Appartement,11778.0,Neuf,90,33.5901,-7.5939
Nassim,Villa,16364.0,Bon état,220,33.575,-7.619
Maarif,Appartement,9223.0,Bon état,206,33.578,-7.63
Ain Sebaa,Appartement,13281.0,Bon état,64,33.606,-7.544
Les Hopitaux,Appartement,12650.0,Bon état,117,33.584,-7.598
Californie,Villa,17763.0,Bon état,608,33.5731,-7.6298
Californie,Villa,13659.0,Bon état,1208,33.5731,-7.6298
Polo,Villa,16625.0,Neuf,400,33.584,-7.652
Gauthier,Appartement,16335.0,Bon état,251,33.5894,-7.6323
Maarif Extension,Studio,24468.0,Bon état,47,33.578,-7.6419
Sidi Maarouf,Villa,11688.0,Bon état,616,33.5433,-7.6578
Californie,Appartement,15943.0,Bon état,106,33.5731,-7.6298
Bourgogne Est,Appartement,16667.0,Bon état,75,33.589,-7.6113
Anfa,Villa,19093.0,A renover,838,33.5892,-7.6554
Californie,Villa,14653.0,A renover,1010,33.5731,-7.6298
Ain Sebaa,Appartement,7091.0,Bon état,55,33.606,-7.544
Palmier,Appartement,15172.0,Bon état,145,33.5784,-7.625
Bourgogne Ouest,Studio,30600.0,Neuf,50,33.5895,-7.6156
Mers Sultan,Appartement,15600.0,Bon état,75,33.5921,-7.6024
Ain Diab,Villa,18764.0,Bon état,453,33.5955,-7.684
Les Princesses,Villa,16667.0,Bon état,600,33.582,-7.638
Ain Diab,Duplex,16129.0,Bon état,248,33.5955,-7.684
Gauthier,Appartement,12857.0,Bon état,175,33.5894,-7.6323
Californie,Villa,14273.0,Bon état,550,33.5731,-7.6298
Polo,Villa,9511.0,Bon état,1146,33.584,-7.652
Anfa,Villa,14359.0,A renover,1358,33.5892,-7.6554
Polo,Villa,9272.0,Bon état,728,33.584,-7.652
Salam,Villa,18803.0,A renover,585,33.5487,-7.6411
Californie,Villa,9271.0,Bon état,1618,33.5731,-7.6298
Maarif,Duplex,17005.0,Bon état,197,33.578,-7.63
Polo,Villa,9942.0,Bon état,1207,33.584,-7.652
Sidi Maarouf,Villa,13752.0,Bon état,629,33.5433,-7.6578
Les Princesses,Studio,31683.0,Bon état,41,33.582,-7.638
Ain Sebaa,Maison,111111.0,Bon état,144,33.606,-7.544
Les Hopitaux,Appartement,17273.0,Bon état,110,33.584,-7.598
Sidi Maarouf,Appartement,13793.0,Bon état,58,33.5433,-7.6578
Beausejour,Appartement,16000.0,Bon état,100,33.591,-7.6251
Palmier,Appartement,17089.0,Bon état,158,33.5784,-7.625
Les Hopitaux,Studio,27000.0,Neuf,50,33.584,-7.598
Bourgogne Ouest,Appartement,18320.0,Bon état,122,33.5895,-7.6156
Sidi Maarouf,Appartement,13636.0,Recent,88,33.5433,-7.6578
Maarif Extension,Appartement,15319.0,Recent,94,33.578,-7.6419
Gauthier,Appartement,15079.0,Neuf,126,33.5894,-7.6323
Anfa,Villa,12117.0,Bon état,718,33.5892,-7.6554
Bourgogne Est,Appartement,15603.0,Neuf,141,33.589,-7.6113
Californie,Appartement,13699.0,Bon état,146,33.5731,-7.6298
Oulfa,Appartement,8929.0,Bon état,56,33.5368,-7.6572
Oulfa,Appartement,7843.0,Bon état,51,33.5368,-7.6572
Palmier,Appartement,14643.0,Bon état,140,33.5784,-7.625
Val Fleury,Appartement,13740.0,Bon état,123,33.565,-7.637
Bourgogne Ouest,Appartement,16912.0,Bon état,136,33.5895,-7.6156
Oasis,Appartement,14071.0,Bon état,140,33.564,-7.6223
Maarif Extension,Appartement,11111.0,Bon état,144,33.578,-7.6419
Les Princesses,Studio,13636.0,Neuf,99,33.582,-7.638
Anfa Superieur,Villa,33000.0,Recent,1000,33.5936,-7.6623
Racine,Appartement,15526.0,Bon état,190,33.587,-7.6386
Californie,Appartement,16077.0,Bon état,117,33.5731,-7.6298
Les Hopitaux,Appartement,12705.0,Bon état,122,33.584,-7.598
Sidi Maarouf,Appartement,11486.0,Bon état,74,33.5433,-7.6578
Bourgogne Ouest,Appartement,20827.0,Recent,168,33.5895,-7.6156
Les Hopitaux,Appartement,13688.0,Bon état,263,33.584,-7.598
Palmier,Appartement,15909.0,Bon état,220,33.5784,-7.625
Triangle d'Or,Appartement,22571.0,A renover,175,33.592,-7.613
Californie,Villa,17450.0,Bon état,404,33.5731,-7.6298
Gauthier,Appartement,22449.0,Bon état,98,33.5894,-7.6323
Oulfa,Appartement,14468.0,Bon état,94,33.5368,-7.6572
Ferme Bretonne,Appartement,23364.0,Bon état,107,33.549,-7.5944
Ain Sebaa,Appartement,9539.0,Neuf,152,33.606,-7.544
Oulfa,Appartement,8929.0,Bon état,56,33.5368,-7.6572
Riviera,Appartement,24000.0,Recent,81,33.5937,-7.6716
Maarif Extension,Appartement,10897.0,Recent,78,33.578,-7.6419
Oulfa,Appartement,7059.0,Bon état,68,33.5368,-7.6572
Les Princesses,Appartement,14729.0,Bon état,129,33.582,-7.638
Racine,Appartement,19543.0,Bon état,197,33.587,-7.6386
Californie,Villa,24793.0,Neuf,605,33.5731,-7.6298
Ain Diab,Villa,20699.0,Bon état,372,33.5955,-7.684
Ain Diab,Appartement,25500.0,Bon état,200,33.5955,-7.684
Racine,Appartement,20556.0,Bon état,180,33.587,-7.6386
Ain Diab,Appartement,27000.0,Bon état,200,33.5955,-7.684
Ain Diab Extension,Villa,17500.0,Bon état,400,33.598,-7.701
Racine,Appartement,13846.0,Bon état,286,33.587,-7.6386
Ain Diab,Villa,18519.0,Bon état,540,33.5955,-7.684
Les Hopitaux,Appartement,11538.0,Bon état,130,33.584,-7.598
Palmier,Studio,27000.0,Bon état,50,33.5784,-7.625
Les Princesses,Studio,29762.0,Bon état,42,33.582,-7.638
Bourgogne Ouest,Studio,30444.0,Bon état,45,33.5895,-7.6156
Anfa,Studio,28049.0,Bon état,41,33.5892,-7.6554
Les Princesses,Studio,25385.0,Bon état,52,33.582,-7.638
Racine,Appartement,19212.0,Bon état,203,33.587,-7.6386
Californie,Villa,23600.0,Bon état,500,33.5731,-7.6298
Gauthier,Studio,21538.0,Bon état,65,33.5894,-7.6323
Nassim,Villa,9750.0,Bon état,800,33.575,-7.619
Maarif Extension,Appartement,17347.0,Bon état,98,33.578,-7.6419
Salam,Studio,26087.0,Bon état,46,33.5487,-7.6411
Triangle d'Or,Appartement,17644.0,Bon état,191,33.592,-7.613
Les Princesses,Appartement,13208.0,Bon état,159,33.582,-7.638
Ain Diab,Villa,22336.0,Bon état,488,33.5955,-7.684
Ain Diab,Appartement,27426.0,Bon état,237,33.5955,-7.684
Maarif Extension,Appartement,11111.0,Bon état,126,33.578,-7.6419
Bourgogne Est,Studio,17808.0,Neuf,73,33.589,-7.6113
Nassim,Appartement,9080.0,Bon état,87,33.575,-7.619
Les Hopitaux,Appartement,10963.0,Bon état,161,33.584,-7.598
Val Fleury,Villa,34000.0,Bon état,1267,33.565,-7.637
Ain Diab,Villa,19500.0,Bon état,400,33.5955,-7.684
Maarif Extension,Appartement,13725.0,Bon état,102,33.578,-7.6419
Maarif Extension,Appartement,13433.0,Bon état,67,33.578,-7.6419
Ain Diab,Villa,16000.0,Bon état,750,33.5955,-7.684
Salam,Villa,20217.0,A renover,460,33.5487,-7.6411
Racine,Appartement,20225.0,Bon état,178,33.587,-7.6386
Racine,Appartement,21111.0,Bon état,180,33.587,-7.6386
Les Hopitaux,Appartement,18095.0,Neuf,105,33.584,-7.598
Nassim,Appartement,11328.0,Bon état,128,33.575,-7.619
Anfa,Studio,23261.0,Bon état,46,33.5892,-7.6554
Val Fleury,Studio,15231.0,Neuf,65,33.565,-7.637
Salam,Villa,20652.0,Bon état,460,33.5487,-7.6411
Racine,Villa,16950.0,Bon état,1000,33.587,-7.6386
Triangle d'Or,Appartement,14253.0,Bon état,221,33.592,-7.613
Maarif Extension,Appartement,10935.0,Bon état,631,33.578,-7.6419
Bernoussi,Villa,12324.0,Bon état,142,33.6058,-7.5341
Maarif,Appartement,11567.0,Bon état,134,33.578,-7.63
Oulfa,Appartement,11905.0,Bon état,126,33.5368,-7.6572
Bernoussi,Appartement,8500.0,Bon état,100,33.6058,-7.5341
Maarif Extension,Appartement,1649.0,Recent,97,33.578,-7.6419
Anfa Superieur,Villa,22086.0,Bon état,815,33.5936,-7.6623
Anfa Superieur,Villa,22439.0,Bon état,1025,33.5936,-7.6623
Anfa Superieur,Villa,26737.0,Bon état,475,33.5936,-7.6623
Anfa Superieur,Villa,32010.0,Bon état,781,33.5936,-7.6623
Ain Diab,Villa,15928.0,Bon état,722,33.5955,-7.684
Anfa,Villa,15506.0,Bon état,890,33.5892,-7.6554
Californie,Villa,5744.0,Bon état,4875,33.5731,-7.6298
Californie,Villa,12866.0,Bon état,855,33.5731,-7.6298
Salam,Villa,13566.0,Bon état,715,33.5487,-7.6411
Salam,Villa,25641.0,Neuf,390,33.5487,-7.6411
Californie,Villa,8043.0,Bon état,2611,33.5731,-7.6298
Salam,Villa,15888.0,Bon état,535,33.5487,-7.6411
Ain Diab,Villa,20270.0,Bon état,518,33.5955,-7.684
Anfa,Villa,16949.0,Bon état,590,33.5892,-7.6554
Californie,Villa,10667.0,Bon état,1500,33.5731,-7.6298
Val Fleury,Appartement,14645.0,Bon état,183,33.565,-7.637
Val Fleury,Appartement,14632.0,Bon état,95,33.565,-7.637
Les Hopitaux,Appartement,13905.0,Bon état,169,33.584,-7.598
